Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
i  | openSUSE-Tumbleweed-Oss                | texlive-dnp                                | 2023.201.svn54074-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-doc-pictex                         | 2023.201.svn24927-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-docbytex                           | 2023.201.svn34294-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-docsurvey                          | 2023.201.svn61447-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dosepsbin                          | 2023.201.1.2svn29752-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dosepsbin-bin                      | 2023.20230311.svn24759-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dot2texi                           | 2023.201.3.0svn26237-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dottex                             | 2023.201.0.0.6svn15878-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-doulossil                          | 2023.201.0.0.1svn63255-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-doulossil-fonts                    | 2023.201.0.0.1svn63255-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dowith                             | 2023.201.r0.32svn38860-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dpcircling                         | 2023.201.1.0svn54994-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-draftcopy                          | 2023.201.2.16svn15878-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dratex                             | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-drawmatrix                         | 2023.201.1.5.0svn44471-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-drawstack                          | 2023.201.svn28582-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-droit-fr                           | 2023.201.1.2svn39802-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-drs                                | 2023.201.1.1bsvn19232-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-drv                                | 2023.201.0.0.97svn29349-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dsptricks                          | 2023.201.1.0svn34724-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dtk-bibliography                   | 2023.201.2022_04svn65444-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dtl                                | 2023.201.0.0.6.1svn62387-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dtl-bin                            | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dtxdescribe                        | 2023.201.1.07svn65445-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dtxgen                             | 2023.201.1.08svn51663-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dtxgen-bin                         | 2023.20230311.svn29031-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dtxtut                             | 2023.201.2.1svn38375-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-duotenzor                          | 2023.201.1.00svn18728-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dviasm                             | 2023.201.svn64430-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dviasm-bin                         | 2023.20230311.svn8329-93.1                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvicopy                            | 2023.201.1.5svn66186-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvicopy-bin                        | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvidvi                             | 2023.201.svn65952-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvidvi-bin                         | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dviincl                            | 2023.201.1.00svn29349-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dviinfox                           | 2023.201.1.06svn59216-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dviinfox-bin                       | 2023.20230311.svn44515-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dviljk                             | 2023.201.svn66186-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dviljk-bin                         | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dviout-util                        | 2023.201.svn66186-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dviout-util-bin                    | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipdfmx                           | 2023.201.svn66203-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipdfmx-bin                       | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipng                             | 2023.201.1.17svn66203-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipng-bin                         | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipos                             | 2023.201.svn66186-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipos-bin                         | 2023.20230311.svn62210-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvips                              | 2023.201.svn66203-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvips-bin                          | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dvipsconfig                        | 2023.201.1.6svn13293-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvisvgm                            | 2023.201.3.0.4svn66532-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dvisvgm-bin                        | 2023.20230311.svn66547-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-dynkin-diagrams                    | 2023.201.3.1415926535897932svn58758-53.2     | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-dyntree                            | 2023.201.1.0svn15878-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-e-french                           | 2023.201.6.11svn52027-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-easing                             | 2023.201.0.0.1svn59975-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ebproof                            | 2023.201.2.1.1svn57544-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ec                                 | 2023.201.1.0svn25033-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ecgdraw                            | 2023.201.0.0.1svn41617-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-econometrics                       | 2023.201.1.0svn39396-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-edmac                              | 2023.201.3.17svn61719-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eepic                              | 2023.201.1.1esvn15878-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eijkhout                           | 2023.201.svn15878-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ekdosis                            | 2023.201.1.4svn61113-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-elements                           | 2023.201.0.0.4svn61792-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ellipse                            | 2023.201.1.0svn39025-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ellipsis                           | 2023.201.1.8svn55418-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-elocalloc                          | 2023.201.0.0.03svn42712-53.2                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eltex                              | 2023.201.2.0svn15878-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-embedfile                          | 2023.201.2.12svn65528-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-embrac                             | 2023.201.0.0.9asvn57814-53.2                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-emf                                | 2023.201.1svn42023-53.2                      | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-emoji                              | 2023.201.0.0.2.2svn59961-53.2                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-emojicite                          | 2023.201.0.0.3svn55131-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-emp                                | 2023.201.svn23483-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-enctex                             | 2023.201.svn34957-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-encxvlna                           | 2023.201.1.1svn34087-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-endfloat                           | 2023.201.2.7svn57090-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-endiagram                          | 2023.201.0.0.1dsvn34486-53.2                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-endofproofwd                       | 2023.201.svn55643-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-engrec                             | 2023.201.1.1svn15878-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-engtlc                             | 2023.201.3.2svn28571-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-enigma                             | 2023.201.0.0.1svn29802-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-enumitem                           | 2023.201.3.9svn51423-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-environ                            | 2023.201.0.0.3svn56615-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eolang                             | 2023.201.0.0.12.1svn66274-53.2               | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epigram                            | 2023.201.svn20513-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eplain                             | 2023.201.3.13svn64721-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eplain-bin                         | 2023.20230311.svn3006-93.1                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-epsf                               | 2023.201.2.7.4svn21461-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epsf-dvipdfmx                      | 2023.201.2014svn35575-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epsincl                            | 2023.201.0.0.2svn29349-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epslatex-fr                        | 2023.201.svn19440-53.2                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epspdf                             | 2023.201.0.0.6.5.1svn66115-53.2              | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epspdf-bin                         | 2023.20230311.svn29050-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-epspdfconversion                   | 2023.201.0.0.61svn18703-53.2                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epstopdf                           | 2023.201.2.31svn66461-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-epstopdf-bin                       | 2023.20230311.svn18336-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-epstopdf-pkg                       | 2023.201.2.11svn53546-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eqexpl                             | 2023.201.1.1.1svn63629-53.2                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eqnarray                           | 2023.201.1.3svn20641-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eqnnumwarn                         | 2023.201.1.0svn45511-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-erewhon                            | 2023.201.1.12svn63312-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-erewhon-fonts                      | 2023.201.1.12svn63312-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-es-tex-faq                         | 2023.201.1.97svn15878-53.2                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-esk                                | 2023.201.1.0svn18115-53.2                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eskd                               | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eskdx                              | 2023.201.0.0.98svn29235-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eso-pic                            | 2023.201.3.0asvn56658-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-esvect                             | 2023.201.1.3svn32098-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-esvect-fonts                       | 2023.201.1.3svn32098-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etdipa                             | 2023.201.2.6svn36354-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etex                               | 2023.201.svn66203-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etex-pkg                           | 2023.201.2.7svn41784-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etexcmds                           | 2023.201.1.7svn53171-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etextools                          | 2023.201.3.1415926svn20694-52.1              | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ethiop                             | 2023.201.0.0.7svn15878-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ethiop-t1                          | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-ethiop-t1-fonts                    | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etoc                               | 2023.201.1.2svn66299-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etoolbox                           | 2023.201.2.5ksvn56554-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-etoolbox-de                        | 2023.201.1svn21906-52.1                      | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-euclideangeometry                  | 2023.201.0.0.2.1svn60697-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-euenc                              | 2023.201.0.0.1hsvn19795-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-euflag                             | 2023.201.0.0.8svn55265-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-euler                              | 2023.201.2.5svn42428-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eulervm                            | 2023.201.4.0svn15878-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-euro                               | 2023.201.1.1svn22191-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-euro-ce                            | 2023.201.3.0bsvn25714-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eurosym                            | 2023.201.1.4_subrfixsvn17265-52.1            | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-eurosym-fonts                      | 2023.201.1.4_subrfixsvn17265-52.1            | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-evangelion-jfm                     | 2023.201.1.0.0_bsvn65824-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-everyhook                          | 2023.201.1.2svn35675-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-everypage                          | 2023.201.2.0bsvn56694-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-everysel                           | 2023.201.2.1svn57489-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-everyshi                           | 2023.201.4.00svn57001-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-expex                              | 2023.201.5.1bsvn44499-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-expex-acro                         | 2023.201.0.0.0.2svn63319-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-expkv-bundle                       | 2023.201.svn65623-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-expose-expl3-dunkerque-2019        | 2023.201.1.2svn54451-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-expressg                           | 2023.201.1.5svn29349-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-extarrows                          | 2023.201.1.2.0svn54400-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-exteps                             | 2023.201.0.0.41svn19859-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-extpfeil                           | 2023.201.0.0.4svn16243-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-extratools                         | 2023.208-60.1                                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-extsizes                           | 2023.201.1.4asvn17263-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-facture                            | 2023.201.1.2.2svn43865-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-faktor                             | 2023.201.0.0.1bsvn15878-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fancybox                           | 2023.201.1.4svn18304-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fancyhdr                           | 2023.201.4.1svn64977-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fancyhdr-it                        | 2023.201.svn21912-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fancylabel                         | 2023.201.1.1svn46736-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fancyref                           | 2023.201.0.0.9csvn15878-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fancyvrb                           | 2023.201.4.5asvn65585-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fandol                             | 2023.201.0.0.3svn37889-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fandol-fonts                       | 2023.201.0.0.3svn37889-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fascicules                         | 2023.201.1svn54080-52.1                      | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fast-diagram                       | 2023.201.1.1svn29264-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fc                                 | 2023.201.1.4svn32796-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-featpost                           | 2023.201.0.0.8.8svn35346-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fenixpar                           | 2023.201.0.0.92svn24730-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fetamont                           | 2023.201.svn43812-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fetamont-fonts                     | 2023.201.svn43812-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-feupphdteses                       | 2023.201.4.0svn30962-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-feynmf                             | 2023.201.1.08svn17259-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-feynmp-auto                        | 2023.201.1.1svn30223-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fifinddo-info                      | 2023.201.1.1bsvn29349-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fifo-stack                         | 2023.201.1.0svn33288-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fig4latex                          | 2023.201.0.0.2svn26313-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fig4latex-bin                      | 2023.20230311.svn14752-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-figchild                           | 2023.201.2.1.1svn62945-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-figflow                            | 2023.201.svn21462-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-figput                             | 2023.201.0.0.90svn63957-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-filecontents                       | 2023.201.1.5svn52142-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-filecontentsdef                    | 2023.201.1.5svn52208-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-filehook                           | 2023.201.0.0.8bsvn64822-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-filemod                            | 2023.201.1.2svn64967-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-filesystem                         | 2023.208-60.1                                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-finbib                             | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-findhyph                           | 2023.201.3.4svn47444-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-findhyph-bin                       | 2023.20230311.svn14758-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-finstrut                           | 2023.201.0.0.5svn21719-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-first-latex-doc                    | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-firstaid                           | 2023.201.1.0usvn64892-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fitbox                             | 2023.201.1.02svn50088-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fix2col                            | 2023.201.0.0.04svn38770-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fixdif                             | 2023.201.2.0bsvn66015-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fixjfm                             | 2023.201.0.0.8svn63967-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fixlatvian                         | 2023.201.1asvn21631-52.1                     | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fixltxhyph                         | 2023.201.0.0.4svn25832-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fixmath                            | 2023.201.0.0.9.1svn64648-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fixpdfmag                          | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fiziko                             | 2023.201.0.0.2.0svn61944-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-float                              | 2023.201.1.3dsvn15878-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-floatrow                           | 2023.201.0.0.3bsvn15878-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-flowchart                          | 2023.201.3.3svn36572-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fltpoint                           | 2023.201.1.1bsvn56594-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fmtcount                           | 2023.201.3.07svn53912-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fnpara                             | 2023.201.svn25607-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fnpct                              | 2023.201.1.1asvn62248-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fnspe                              | 2023.201.1.2asvn45360-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fntproof                           | 2023.201.svn20638-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-font-change                        | 2023.201.2015.2svn40403-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-font-change-xetex                  | 2023.201.2016.1svn40404-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontawesome                        | 2023.201.4.6.3.2svn48145-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontawesome-fonts                  | 2023.201.4.6.3.2svn48145-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontawesome5                       | 2023.201.5.15.4svn63207-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontawesome5-fonts                 | 2023.201.5.15.4svn63207-52.1                 | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontaxes                           | 2023.201.1.0esvn55920-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontbook                           | 2023.201.0.0.2svn23608-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontch                             | 2023.201.2.2svn17859-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontinst                           | 2023.201.1.933svn62517-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontinst-bin                       | 2023.20230311.svn53554-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-fontinstallationguide              | 2023.201.2.14svn59755-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontname                           | 2023.201.svn64477-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontools                           | 2023.201.svn65706-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontools-bin                       | 2023.20230311.svn25997-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-fonts-churchslavonic               | 2023.201.2.2svn56350-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fonts-churchslavonic-fonts         | 2023.201.2.2svn56350-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fonts-tlwg                         | 2023.201.0.0.7.3svn60817-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fonts-tlwg-fonts                   | 2023.201.0.0.7.3svn60817-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontspec                           | 2023.201.2.8asvn63386-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontware                           | 2023.201.svn66186-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fontware-bin                       | 2023.20230311.svn65877-93.1                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | texlive-fontwrap                           | 2023.201.svn15878-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-footmisc                           | 2023.201.6.0dsvn62524-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-footnotebackref                    | 2023.201.1.0svn27034-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-footnotehyper                      | 2023.201.1.1esvn60374-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-forarray                           | 2023.201.1.01svn15878-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-forest                             | 2023.201.2.1.5svn57398-52.1                  | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-forest-quickstart                  | 2023.201.svn55688-52.1                       | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-forloop                            | 2023.201.3.0svn15878-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-formal-grammar                     | 2023.201.1.2svn61955-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-formation-latex-ul                 | 2023.201.2020.10svn56714-52.1                | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fouridx                            | 2023.201.2.00svn32214-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fourier                            | 2023.201.2.3svn61937-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fourier-fonts                      | 2023.201.2.3svn61937-52.1                    | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fp                                 | 2023.201.2.1dsvn49719-52.1                   | noarch
i  | openSUSE-Tumbleweed-Oss                | texlive-fpl                                | 2023.201.1.003svn54512-52.1                  | noarch
